Timestamp,SystemCodeNumber,Capacity,Latitude,Longitude,Occupancy,VehicleType,TrafficConditionNearby,QueueLength,IsSpecialDay
2016-10-04 11:25:00,Broad Street,690,26.13795775,91.74099445,672,car,average,6,0
2016-10-04 11:59:00,Others-CCCPS98,3103,26.14749998,91.72797778,1288,bike,average,6,0
2016-10-04 11:59:00,Others-CCCPS135a,3883,26.14749943,91.72800489,3248,bike,average,7,0
2016-10-04 11:59:00,BHMBCCMKT01,577,26.14453614,91.73617216,259,cycle,average,5,0
2016-10-04 11:59:00,Others-CCCPS202,2937,26.14749053,91.72799688,1390,car,average,6,0
2016-10-04 11:59:00,Others-CCCPS119a,2803,26.14754061,91.72797041,605,car,average,5,0
2016-10-04 11:59:00,BHMBCCTHL01,387,26.14449459,91.73620513,332,car,average,5,0
2016-10-04 11:59:00,Others-CCCPS105a,2009,26.14747299,91.72804914,1470,bike,average,6,0
2016-10-04 11:59:00,Others-CCCPS8,1322,26.14754886,91.72799519,836,car,high,8,0
2016-10-04 11:59:00,Broad Street,690,26.13795775,91.74099445,677,car,high,7,0
2016-10-04 11:59:00,Shopping,1920,26.15050395,91.73353109,1447,car,average,6,0
2016-10-04 11:59:00,BHMNCPNST01,485,26.14004753,91.73097233,381,car,high,7,0
2016-10-04 11:59:00,BHMNCPHST01,1200,26.14001386,91.73099967,771,car,average,6,0
2016-10-04 11:59:00,BHMMBMMBX01,687,20.0000347,78.00000286,634,bike,average,5,0
2016-10-04 11:59:00,BHMEURBRD01,470,26.14901995,91.7395035,460,bike,average,5,0
2016-10-04 12:29:00,Shopping,1920,26.15050395,91.73353109,1460,cycle,high,10,0
2016-10-04 12:29:00,Others-CCCPS135a,3883,26.14749943,91.72800489,3251,car,high,11,0
2016-10-04 12:29:00,BHMBCCMKT01,577,26.14453614,91.73617216,266,bike,high,8,0
2016-10-04 12:29:00,Others-CCCPS202,2937,26.14749053,91.72799688,1397,car,high,10,0
2016-10-04 12:29:00,BHMNCPHST01,1200,26.14001386,91.73099967,779,cycle,high,9,0
2016-10-04 12:29:00,Others-CCCPS105a,2009,26.14747299,91.72804914,1484,car,high,10,0
2016-10-04 12:29:00,BHMEURBRD01,470,26.14901995,91.7395035,464,car,high,8,0
2016-10-04 12:29:00,Others-CCCPS119a,2803,26.14754061,91.72797041,604,car,high,9,0
2016-10-04 12:29:00,Broad Street,690,26.13795775,91.74099445,683,car,high,9,0
2016-10-04 12:29:00,BHMBCCTHL01,387,26.14449459,91.73620513,334,car,high,8,0
2016-10-04 12:29:00,BHMMBMMBX01,687,20.0000347,78.00000286,648,bike,high,9,0
2016-10-04 12:29:00,Others-CCCPS98,3103,26.14749998,91.72797778,1297,truck,high,10,0
2016-10-04 12:29:00,Others-CCCPS8,1322,26.14754886,91.72799519,836,car,high,9,0
2016-10-04 12:29:00,BHMNCPNST01,485,26.14004753,91.73097233,379,car,average,6,0
2016-10-04 12:56:00,BHMNCPNST01,485,26.14004753,91.73097233,374,bike,high,8,0
2016-10-04 13:02:00,Shopping,1920,26.15050395,91.73353109,1448,car,high,9,0
2016-10-04 13:02:00,Others-CCCPS8,1322,26.14754886,91.72799519,810,car,high,8,0
2016-10-04 13:02:00,Others-CCCPS135a,3883,26.14749943,91.72800489,3232,car,high,10,0
2016-10-04 13:02:00,BHMBCCMKT01,577,26.14453614,91.73617216,269,car,high,7,0
2016-10-04 13:02:00,Others-CCCPS98,3103,26.14749998,91.72797778,1288,bike,high,9,0
2016-10-04 13:02:00,Broad Street,690,26.13795775,91.74099445,660,bike,high,8,0
2016-10-04 13:02:00,BHMBCCTHL01,387,26.14449459,91.73620513,333,car,high,7,0
2016-10-04 13:02:00,Others-CCCPS105a,2009,26.14747299,91.72804914,1461,bike,high,8,0
2016-10-04 13:02:00,BHMEURBRD01,470,26.14901995,91.7395035,458,car,high,8,0
2016-10-04 13:02:00,BHMMBMMBX01,687,20.0000347,78.00000286,651,truck,average,6,0
2016-10-04 13:02:00,Others-CCCPS202,2937,26.14749053,91.72799688,1367,car,high,9,0
2016-10-04 13:02:00,BHMNCPHST01,1200,26.14001386,91.73099967,773,truck,high,7,0
2016-10-04 13:02:00,Others-CCCPS119a,2803,26.14754061,91.72797041,596,car,high,8,0
2016-10-04 13:29:00,BHMMBMMBX01,687,20.0000347,78.00000286,648,car,high,8,0
2016-10-04 13:29:00,BHMNCPNST01,485,26.14004753,91.73097233,375,bike,high,7,0
2016-10-04 13:29:00,BHMBCCMKT01,577,26.14453614,91.73617216,263,car,high,7,0
2016-10-04 13:29:00,BHMNCPHST01,1200,26.14001386,91.73099967,758,car,average,6,0
2016-10-04 13:29:00,Others-CCCPS119a,2803,26.14754061,91.72797041,581,car,high,7,0
2016-10-04 13:29:00,BHMBCCTHL01,387,26.14449459,91.73620513,331,car,high,7,0
2016-10-04 13:29:00,Shopping,1920,26.15050395,91.73353109,1432,cycle,high,9,0
2016-10-04 13:29:00,BHMEURBRD01,470,26.14901995,91.7395035,450,car,high,8,0
2016-10-04 13:29:00,Others-CCCPS135a,3883,26.14749943,91.72800489,3184,bike,high,10,0
2016-10-04 13:29:00,Others-CCCPS8,1322,26.14754886,91.72799519,811,truck,high,8,0
2016-10-04 13:29:00,Others-CCCPS105a,2009,26.14747299,91.72804914,1459,car,high,8,0
2016-10-04 13:29:00,Broad Street,690,26.13795775,91.74099445,648,cycle,high,8,0
2016-10-04 13:29:00,Others-CCCPS202,2937,26.14749053,91.72799688,1360,car,high,9,0
2016-10-04 13:29:00,Others-CCCPS98,3103,26.14749998,91.72797778,1273,cycle,high,8,0
2016-10-04 14:02:00,Others-CCCPS119a,2803,26.14754061,91.72797041,576,car,average,4,0
2016-10-04 14:02:00,Others-CCCPS8,1322,26.14754886,91.72799519,815,truck,average,4,0
2016-10-04 14:02:00,BHMNCPHST01,1200,26.14001386,91.73099967,757,car,average,5,0
2016-10-04 14:02:00,Others-CCCPS202,2937,26.14749053,91.72799688,1352,car,average,5,0
2016-10-04 14:02:00,BHMNCPNST01,485,26.14004753,91.73097233,381,car,average,5,0
2016-10-04 14:02:00,Others-CCCPS98,3103,26.14749998,91.72797778,1262,car,average,5,0
2016-10-04 14:02:00,Others-CCCPS135a,3883,26.14749943,91.72800489,3145,truck,average,5,0
2016-10-04 14:02:00,BHMBCCMKT01,577,26.14453614,91.73617216,238,car,high,5,0
2016-10-04 14:02:00,Broad Street,690,26.13795775,91.74099445,639,car,high,6,0
2016-10-04 14:02:00,Shopping,1920,26.15050395,91.73353109,1430,car,average,5,0
2016-10-04 14:02:00,Others-CCCPS105a,2009,26.14747299,91.72804914,1452,car,average,5,0
2016-10-04 14:02:00,BHMBCCTHL01,387,26.14449459,91.73620513,332,car,average,4,0
2016-10-04 14:02:00,BHMMBMMBX01,687,20.0000347,78.00000286,637,car,high,6,0
2016-10-04 14:02:00,BHMEURBRD01,470,26.14901995,91.7395035,446,car,average,4,0
2016-10-04 14:29:00,BHMMBMMBX01,687,20.0000347,78.00000286,627,truck,average,4,0
2016-10-04 14:29:00,Others-CCCPS135a,3883,26.14749943,91.72800489,3113,bike,average,5,0
2016-10-04 14:29:00,Others-CCCPS202,2937,26.14749053,91.72799688,1318,car,average,5,0
2016-10-04 14:29:00,Shopping,1920,26.15050395,91.73353109,1429,car,average,4,0
2016-10-04 14:29:00,BHMBCCTHL01,387,26.14449459,91.73620513,322,car,average,3,0
2016-10-04 14:29:00,BHMBCCMKT01,577,26.14453614,91.73617216,215,truck,average,3,0
2016-10-04 14:29:00,Others-CCCPS119a,2803,26.14754061,91.72797041,560,car,average,4,0
2016-10-04 14:29:00,BHMEURBRD01,470,26.14901995,91.7395035,433,bike,average,4,0
2016-10-04 14:29:00,Others-CCCPS105a,2009,26.14747299,91.72804914,1420,bike,high,7,0
2016-10-04 14:29:00,Broad Street,690,26.13795775,91.74099445,621,car,average,4,0
2016-10-04 14:29:00,Others-CCCPS98,3103,26.14749998,91.72797778,1238,car,average,5,0
2016-10-04 14:29:00,Others-CCCPS8,1322,26.14754886,91.72799519,793,bike,average,4,0
2016-10-04 14:29:00,BHMNCPNST01,485,26.14004753,91.73097233,373,car,average,4,0
2016-10-04 14:29:00,BHMNCPHST01,1200,26.14001386,91.73099967,760,car,average,4,0
2016-10-04 14:57:00,BHMBCCTHL01,387,26.14449459,91.73620513,307,truck,average,4,0
2016-10-04 14:57:00,BHMMBMMBX01,687,20.0000347,78.00000286,593,cycle,average,4,0
2016-10-04 14:57:00,Others-CCCPS135a,3883,26.14749943,91.72800489,3011,car,average,6,0
2016-10-04 14:57:00,BHMNCPNST01,485,26.14004753,91.73097233,354,bike,average,4,0
2016-10-04 14:57:00,Shopping,1920,26.15050395,91.73353109,1381,car,average,5,0
2016-10-04 14:57:00,Others-CCCPS119a,2803,26.14754061,91.72797041,529,bike,average,4,0
2016-10-04 14:57:00,BHMEURBRD01,470,26.14901995,91.7395035,426,car,average,4,0
2016-10-04 14:57:00,Others-CCCPS105a,2009,26.14747299,91.72804914,1346,car,average,4,0
2016-10-04 14:57:00,Others-CCCPS98,3103,26.14749998,91.72797778,1169,car,average,5,0
2016-10-04 14:57:00,Broad Street,690,26.13795775,91.74099445,606,car,average,5,0
2016-10-04 14:57:00,Others-CCCPS8,1322,26.14754886,91.72799519,753,cycle,average,4,0
2016-10-04 14:57:00,BHMNCPHST01,1200,26.14001386,91.73099967,727,car,average,4,0
2016-10-04 14:57:00,Others-CCCPS202,2937,26.14749053,91.72799688,1267,bike,high,7,0
2016-10-04 14:57:00,BHMBCCMKT01,577,26.14453614,91.73617216,192,bike,average,3,0
2016-10-04 15:30:00,Broad Street,690,26.13795775,91.74099445,581,car,low,2,0
2016-10-04 15:30:00,BHMBCCTHL01,387,26.14449459,91.73620513,294,car,low,2,0
2016-10-04 15:30:00,Shopping,1920,26.15050395,91.73353109,1300,car,low,3,0
2016-10-04 15:30:00,Others-CCCPS105a,2009,26.14747299,91.72804914,1288,bike,low,3,0
2016-10-04 15:30:00,Others-CCCPS98,3103,26.14749998,91.72797778,1127,car,low,3,0
2016-10-04 15:30:00,Others-CCCPS8,1322,26.14754886,91.72799519,716,car,low,2,0
2016-10-04 15:30:00,BHMEURBRD01,470,26.14901995,91.7395035,411,car,low,3,0
2016-10-04 15:30:00,BHMNCPNST01,485,26.14004753,91.73097233,338,car,low,3,0
2016-10-04 15:30:00,BHMMBMMBX01,687,20.0000347,78.00000286,572,car,average,3,0
2016-10-04 15:30:00,BHMBCCMKT01,577,26.14453614,91.73617216,165,car,low,2,0
2016-10-04 15:30:00,Others-CCCPS202,2937,26.14749053,91.72799688,1213,car,average,4,0
2016-10-04 15:30:00,BHMNCPHST01,1200,26.14001386,91.73099967,678,car,low,3,0
2016-10-04 15:30:00,Others-CCCPS119a,2803,26.14754061,91.72797041,511,car,low,2,0
2016-10-04 15:30:00,Others-CCCPS135a,3883,26.14749943,91.72800489,2839,car,low,4,0
2016-10-04 16:04:00,Broad Street,690,26.13795775,91.74099445,534,car,low,2,0
2016-10-04 16:04:00,BHMNCPNST01,485,26.14004753,91.73097233,317,car,low,2,0
2016-10-04 16:04:00,BHMBCCTHL01,387,26.14449459,91.73620513,270,car,low,1,0
2016-10-04 16:04:00,Others-CCCPS202,2937,26.14749053,91.72799688,1121,truck,average,3,0
2016-10-04 16:04:00,Others-CCCPS8,1322,26.14754886,91.72799519,664,bike,low,2,0
2016-10-04 16:04:00,BHMNCPHST01,1200,26.14001386,91.73099967,648,bike,low,3,0
2016-10-04 16:04:00,BHMMBMMBX01,687,20.0000347,78.00000286,511,car,low,3,0
2016-10-04 16:04:00,Others-CCCPS119a,2803,26.14754061,91.72797041,461,car,average,3,0
2016-10-04 16:04:00,BHMBCCMKT01,577,26.14453614,91.73617216,162,bike,low,1,0
2016-10-04 16:04:00,BHMEURBRD01,470,26.14901995,91.7395035,376,bike,low,3,0
2016-10-04 16:04:00,Others-CCCPS98,3103,26.14749998,91.72797778,1019,car,low,3,0
2016-10-04 16:04:00,Shopping,1920,26.15050395,91.73353109,1218,car,low,3,0
2016-10-04 16:04:00,Others-CCCPS105a,2009,26.14747299,91.72804914,1175,cycle,low,3,0
2016-10-04 16:04:00,Others-CCCPS135a,3883,26.14749943,91.72800489,2656,bike,low,2,0
2016-10-04 16:31:00,BHMBCCMKT01,577,26.14453614,91.73617216,143,car,average,2,0
2016-10-04 16:31:00,Others-CCCPS8,1322,26.14754886,91.72799519,618,truck,low,2,0
2016-10-04 16:31:00,Others-CCCPS202,2937,26.14749053,91.72799688,1015,car,low,2,0
2016-10-04 16:31:00,Others-CCCPS98,3103,26.14749998,91.72797778,936,bike,low,2,0
2016-10-04 16:31:00,Others-CCCPS105a,2009,26.14747299,91.72804914,1089,car,low,2,0
2016-10-04 16:31:00,Others-CCCPS135a,3883,26.14749943,91.72800489,2359,car,low,3,0
2016-10-04 16:31:00,Shopping,1920,26.15050395,91.73353109,1075,truck,low,2,0
2016-10-04 16:31:00,BHMBCCTHL01,387,26.14449459,91.73620513,245,car,low,2,0
2016-10-04 16:31:00,Others-CCCPS119a,2803,26.14754061,91.72797041,406,truck,low,2,0
2016-10-04 16:31:00,Broad Street,690,26.13795775,91.74099445,466,cycle,average,2,0
2016-10-04 16:31:00,BHMMBMMBX01,687,20.0000347,78.00000286,471,car,low,2,0
2016-10-04 16:31:00,BHMEURBRD01,470,26.14901995,91.7395035,325,car,low,2,0
2016-10-04 16:31:00,BHMNCPNST01,485,26.14004753,91.73097233,304,car,low,2,0
2016-10-04 16:31:00,BHMNCPHST01,1200,26.14001386,91.73099967,565,cycle,average,2,0
2016-10-05 07:57:00,BHMMBMMBX01,687,20.0000347,78.00000286,282,bike,low,2,0
2016-10-05 07:57:00,Others-CCCPS8,1322,26.14754886,91.72799519,453,car,low,2,0
2016-10-05 07:57:00,Others-CCCPS119a,2803,26.14754061,91.72797041,246,bike,low,2,0
2016-10-05 07:57:00,Others-CCCPS105a,2009,26.14747299,91.72804914,735,bike,low,2,0
2016-10-05 07:57:00,Shopping,1920,26.15050395,91.73353109,602,car,low,2,0
2016-10-05 07:57:00,BHMBCCMKT01,577,26.14453614,91.73617216,54,car,low,1,0
2016-10-05 07:57:00,Others-CCCPS135a,3883,26.14749943,91.72800489,1104,car,low,3,0
2016-10-05 07:57:00,Others-CCCPS98,3103,26.14749998,91.72797778,650,bike,low,2,0
2016-10-05 07:57:00,BHMBCCTHL01,387,26.14449459,91.73620513,146,car,low,2,0
2016-10-05 07:57:00,BHMNCPNST01,485,26.14004753,91.73097233,268,car,low,2,0
2016-10-05 07:57:00,BHMEURBRD01,470,26.14901995,91.7395035,127,car,low,1,0
2016-10-05 07:57:00,Others-CCCPS202,2937,26.14749053,91.72799688,594,car,low,2,0
2016-10-05 07:57:00,BHMNCPHST01,1200,26.14001386,91.73099967,229,car,average,2,0
2016-10-05 07:57:00,Broad Street,690,26.13795775,91.74099445,180,car,low,2,0
2016-10-05 08:30:00,Others-CCCPS8,1322,26.14754886,91.72799519,487,car,low,2,0
2016-10-05 08:30:00,BHMNCPHST01,1200,26.14001386,91.73099967,333,cycle,low,2,0
2016-10-05 08:30:00,Broad Street,690,26.13795775,91.74099445,294,car,low,2,0
2016-10-05 08:30:00,BHMBCCMKT01,577,26.14453614,91.73617216,59,car,average,1,0
2016-10-05 08:30:00,Others-CCCPS135a,3883,26.14749943,91.72800489,1599,car,low,2,0
2016-10-05 08:30:00,BHMBCCTHL01,387,26.14449459,91.73620513,169,car,low,2,0
2016-10-05 08:30:00,Shopping,1920,26.15050395,91.73353109,779,bike,low,2,0
2016-10-05 08:30:00,Others-CCCPS105a,2009,26.14747299,91.72804914,817,car,low,2,0
2016-10-05 08:30:00,Others-CCCPS119a,2803,26.14754061,91.72797041,326,car,low,2,0
2016-10-05 08:30:00,Others-CCCPS98,3103,26.14749998,91.72797778,760,car,low,2,0
2016-10-05 08:30:00,BHMNCPNST01,485,26.14004753,91.73097233,273,car,low,1,0
2016-10-05 08:30:00,BHMEURBRD01,470,26.14901995,91.7395035,201,truck,low,2,0
2016-10-05 08:30:00,Others-CCCPS202,2937,26.14749053,91.72799688,736,truck,low,2,0
2016-10-05 08:30:00,BHMMBMMBX01,687,20.0000347,78.00000286,330,car,low,2,0
2016-10-05 09:04:00,Others-CCCPS98,3103,26.14749998,91.72797778,896,car,average,4,0
2016-10-05 09:04:00,Others-CCCPS119a,2803,26.14754061,91.72797041,419,car,low,2,0
2016-10-05 09:04:00,Broad Street,690,26.13795775,91.74099445,424,car,low,2,0
2016-10-05 09:04:00,BHMNCPNST01,485,26.14004753,91.73097233,293,car,low,2,0
2016-10-05 09:04:00,Others-CCCPS105a,2009,26.14747299,91.72804914,949,car,low,2,0
2016-10-05 09:04:00,BHMMBMMBX01,687,20.0000347,78.00000286,395,cycle,average,3,0
2016-10-05 09:04:00,Others-CCCPS135a,3883,26.14749943,91.72800489,2142,car,low,3,0
2016-10-05 09:04:00,Others-CCCPS8,1322,26.14754886,91.72799519,554,bike,low,2,0
